,kategori,penyakit,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
295,kepala,Radang Otak,demam kepala muntah sakit,"['demam', 'kepala', 'muntah', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'kepala', 'muntah']","['demam', 'kepala', 'muntah']"
296,kepala,Sakit Kepala,berair kepala mata sakit sebelah seperti terikat,"['berair', 'kepala', 'mata', 'sakit', 'sebelah', 'seperti', 'terikat']",<FreqDist with 7 samples and 7 outcomes>,"['berair', 'kepala', 'mata', 'sebelah', 'terikat']","['air', 'kepala', 'mata', 'belah', 'ikat']"
297,kepala,Sakit Kepala Cluster,hidung kepala mata merah sakit tersumbat,"['hidung', 'kepala', 'mata', 'merah', 'sakit', 'tersumbat']",<FreqDist with 6 samples and 6 outcomes>,"['hidung', 'kepala', 'mata', 'merah', 'tersumbat']","['hidung', 'kepala', 'mata', 'merah', 'sumbat']"
298,kepala,Sakit Kepala Tegang,kaku kepala rasa sakit sensasi tertekan,"['kaku', 'kepala', 'rasa', 'sakit', 'sensasi', 'tertekan']",<FreqDist with 6 samples and 6 outcomes>,"['kaku', 'kepala', 'sensasi', 'tertekan']","['kaku', 'kepala', 'sensasi', 'tekan']"
299,kepala,Sindrom Angelman,berbicara disabilitas intelektual kesulitan keterlambatan perkembangan,"['berbicara', 'disabilitas', 'intelektual', 'kesulitan', 'keterlambatan', 'perkembangan']",<FreqDist with 6 samples and 6 outcomes>,"['berbicara', 'disabilitas', 'intelektual', 'kesulitan', 'keterlambatan', 'perkembangan']","['bicara', 'disabilitas', 'intelektual', 'sulit', 'lambat', 'kembang']"
300,kepala,Sindrom Horner,atas kecil kelopak keringat lebih mata pada pupil satu sedikit sisi turun wajah yang,"['atas', 'kecil', 'kelopak', 'keringat', 'lebih', 'mata', 'pada', 'pupil', 'satu', 'sedikit', 'sisi', 'turun', 'wajah', 'yang']",<FreqDist with 14 samples and 14 outcomes>,"['kelopak', 'keringat', 'mata', 'pupil', 'sisi', 'turun', 'wajah']","['kelopak', 'keringat', 'mata', 'pupil', 'sisi', 'turun', 'wajah']"
301,kepala,Sindrom Wernicke-Korsakoff,ganda kehilangan kelopak koordinasi lunglai mata otot penglihatan,"['ganda', 'kehilangan', 'kelopak', 'koordinasi', 'lunglai', 'mata', 'otot', 'penglihatan']",<FreqDist with 8 samples and 8 outcomes>,"['ganda', 'kehilangan', 'kelopak', 'koordinasi', 'lunglai', 'mata', 'otot', 'penglihatan']","['ganda', 'hilang', 'kelopak', 'koordinasi', 'lunglai', 'mata', 'otot', 'lihat']"
302,kepala,Stroke,atau berbicara dan kaki kebingungan kelumpuhan kesulitan lemah lengan mati pada rasa satu sisi terutama tubuh wajah,"['atau', 'berbicara', 'dan', 'kaki', 'kebingungan', 'kelumpuhan', 'kesulitan', 'lemah', 'lengan', 'mati', 'pada', 'rasa', 'satu', 'sisi', 'terutama', 'tubuh', 'wajah']",<FreqDist with 17 samples and 17 outcomes>,"['berbicara', 'kaki', 'kebingungan', 'kelumpuhan', 'kesulitan', 'lemah', 'lengan', 'mati', 'sisi', 'tubuh', 'wajah']","['bicara', 'kaki', 'bingung', 'lumpuh', 'sulit', 'lemah', 'lengan', 'mati', 'sisi', 'tubuh', 'wajah']"
303,kepala,Stroke Hemoragik,bicara di kehilangan kesadaran lemah pelo salah satu sisi tubuh,"['bicara', 'di', 'kehilangan', 'kesadaran', 'lemah', 'pelo', 'salah', 'satu', 'sisi', 'tubuh']",<FreqDist with 10 samples and 10 outcomes>,"['bicara', 'kehilangan', 'kesadaran', 'lemah', 'pelo', 'salah', 'sisi', 'tubuh']","['bicara', 'hilang', 'sadar', 'lemah', 'pelo', 'salah', 'sisi', 'tubuh']"
304,kepala,Thunderclap Headache,dating kepala mual muntah parah sakit tiba yang,"['dating', 'kepala', 'mual', 'muntah', 'parah', 'sakit', 'tiba', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['dating', 'kepala', 'mual', 'muntah', 'parah']","['dating', 'kepala', 'mual', 'muntah', 'parah']"
305,kepala,Tinnitus (Telinga Berdenging),ada atau berdenging berdengung berdesis bersenandung dalam gemuruh klik suara telinga,"['ada', 'atau', 'berdenging', 'berdengung', 'berdesis', 'bersenandung', 'dalam', 'gemuruh', 'klik', 'suara', 'telinga']",<FreqDist with 11 samples and 11 outcomes>,"['berdenging', 'berdengung', 'berdesis', 'bersenandung', 'gemuruh', 'klik', 'suara', 'telinga']","['denging', 'dengung', 'desis', 'senandung', 'gemuruh', 'klik', 'suara', 'telinga']"
306,kepala,Tortikolis,gerakan leher sakit terbatas tremor,"['gerakan', 'leher', 'sakit', 'terbatas', 'tremor']",<FreqDist with 5 samples and 5 outcomes>,"['gerakan', 'leher', 'terbatas', 'tremor']","['gera', 'leher', 'batas', 'tremor']"
307,kepala,Tumor Otak,gangguan kepala muntah penglihatan sakit,"['gangguan', 'kepala', 'muntah', 'penglihatan', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['gangguan', 'kepala', 'muntah', 'penglihatan']","['ganggu', 'kepala', 'muntah', 'lihat']"
308,kepala,Vertigo,berdenging berputar mual pusing telinga,"['berdenging', 'berputar', 'mual', 'pusing', 'telinga']",<FreqDist with 5 samples and 5 outcomes>,"['berdenging', 'berputar', 'mual', 'pusing', 'telinga']","['denging', 'putar', 'mual', 'pusing', 'telinga']"
309,kulit dan kelamin,Actinic Keratosis,benjolan kasar kering kulit pada tipis,"['benjolan', 'kasar', 'kering', 'kulit', 'pada', 'tipis']",<FreqDist with 6 samples and 6 outcomes>,"['benjolan', 'kasar', 'kering', 'kulit', 'tipis']","['benjol', 'kasar', 'kering', 'kulit', 'tipis']"
310,kulit dan kelamin,Alergi Dingin,bibir biduran gatal kemerahan kulit pembengkakan,"['bibir', 'biduran', 'gatal', 'kemerahan', 'kulit', 'pembengkakan']",<FreqDist with 6 samples and 6 outcomes>,"['bibir', 'biduran', 'gatal', 'kemerahan', 'kulit', 'pembengkakan']","['bibir', 'bidur', 'gatal', 'merah', 'kulit', 'bengkak']"
311,kulit dan kelamin,Alergi Kacang,gatal mual ruam,"['gatal', 'mual', 'ruam']",<FreqDist with 3 samples and 3 outcomes>,"['gatal', 'mual', 'ruam']","['gatal', 'mual', 'ruam']"
312,kulit dan kelamin,Alergi Sengatan Lebah,atau bengkak dan di gatal kemerahan rasa sakit sekitar sengatan,"['atau', 'bengkak', 'dan', 'di', 'gatal', 'kemerahan', 'rasa', 'sakit', 'sekitar', 'sengatan']",<FreqDist with 10 samples and 10 outcomes>,"['bengkak', 'gatal', 'kemerahan', 'sengatan']","['bengkak', 'gatal', 'merah', 'sengat']"
313,kulit dan kelamin,Alergi Sperma,alat gatal kelamin kemerahan nyeri,"['alat', 'gatal', 'kelamin', 'kemerahan', 'nyeri']",<FreqDist with 5 samples and 5 outcomes>,"['alat', 'gatal', 'kelamin', 'kemerahan', 'nyeri']","['alat', 'gatal', 'kelamin', 'merah', 'nyeri']"
314,kulit dan kelamin,Angular Cheilitis,di enak luka mulut rasa sensasi sudut terbakar tidak,"['di', 'enak', 'luka', 'mulut', 'rasa', 'sensasi', 'sudut', 'terbakar', 'tidak']",<FreqDist with 9 samples and 9 outcomes>,"['enak', 'luka', 'mulut', 'sensasi', 'sudut', 'terbakar']","['enak', 'luka', 'mulut', 'sensasi', 'sudut', 'bakar']"
315,kulit dan kelamin,Balanitis,air berbau buang dan gatal kecil nyeri penis saat sakit,"['air', 'berbau', 'buang', 'dan', 'gatal', 'kecil', 'nyeri', 'penis', 'saat', 'sakit']",<FreqDist with 10 samples and 10 outcomes>,"['air', 'berbau', 'buang', 'gatal', 'nyeri', 'penis']","['air', 'bau', 'buang', 'gatal', 'nyeri', 'penis']"
316,kulit dan kelamin,Benda Asing dalam Vagina,bau gatal pada perdarahan ringan sedap tidak vagina,"['bau', 'gatal', 'pada', 'perdarahan', 'ringan', 'sedap', 'tidak', 'vagina']",<FreqDist with 8 samples and 8 outcomes>,"['bau', 'gatal', 'perdarahan', 'ringan', 'sedap', 'vagina']","['bau', 'gatal', 'darah', 'ringan', 'sedap', 'vagina']"
317,kulit dan kelamin,Bercak Mongol,abu atau bercak besar bisa dan dengan kebiruan kecil kulit rata,"['abu', 'atau', 'bercak', 'besar', 'bisa', 'dan', 'dengan', 'kebiruan', 'kecil', 'kulit', 'rata']",<FreqDist with 11 samples and 11 outcomes>,"['abu', 'bercak', 'kebiruan', 'kulit']","['abu', 'bercak', 'biru', 'kulit']"
318,kulit dan kelamin,Biang Keringat,di gatal kemerahan kulit perih ruam sensasi,"['di', 'gatal', 'kemerahan', 'kulit', 'perih', 'ruam', 'sensasi']",<FreqDist with 7 samples and 7 outcomes>,"['gatal', 'kemerahan', 'kulit', 'perih', 'ruam', 'sensasi']","['gatal', 'merah', 'kulit', 'perih', 'ruam', 'sensasi']"
319,kulit dan kelamin,Biduran,bentol gatal kemerahan,"['bentol', 'gatal', 'kemerahan']",<FreqDist with 3 samples and 3 outcomes>,"['bentol', 'gatal', 'kemerahan']","['bentol', 'gatal', 'merah']"
320,kulit dan kelamin,Bisul,benjolan berisi merah nanah nyeri terasa yang,"['benjolan', 'berisi', 'merah', 'nanah', 'nyeri', 'terasa', 'yang']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'berisi', 'merah', 'nanah', 'nyeri']","['benjol', 'isi', 'merah', 'nanah', 'nyeri']"
321,kulit dan kelamin,Bowenoid Papulosis,area benjolan berbentuk berwarna coklat dan datar di gatal halus kelamin keunguan kutil nyeri padat panas rasa,"['area', 'benjolan', 'berbentuk', 'berwarna', 'coklat', 'dan', 'datar', 'di', 'gatal', 'halus', 'kelamin', 'keunguan', 'kutil', 'nyeri', 'padat', 'panas', 'rasa']",<FreqDist with 17 samples and 17 outcomes>,"['area', 'benjolan', 'berbentuk', 'berwarna', 'coklat', 'datar', 'gatal', 'halus', 'kelamin', 'keunguan', 'kutil', 'nyeri', 'padat', 'panas']","['area', 'benjol', 'bentuk', 'warna', 'coklat', 'datar', 'gatal', 'halus', 'kelamin', 'ungu', 'kutil', 'nyeri', 'padat', 'panas']"
322,kulit dan kelamin,Cacar Air,bintik demam di kehilangan kulit makan merah nafsu,"['bintik', 'demam', 'di', 'kehilangan', 'kulit', 'makan', 'merah', 'nafsu']",<FreqDist with 8 samples and 8 outcomes>,"['bintik', 'demam', 'kehilangan', 'kulit', 'makan', 'merah', 'nafsu']","['bintik', 'demam', 'hilang', 'kulit', 'makan', 'merah', 'nafsu']"
323,kulit dan kelamin,Cacar Api (Herpes Zoster),bintil di hingga koreng kronis lepuh luka nyeri satu sisi tubuh,"['bintil', 'di', 'hingga', 'koreng', 'kronis', 'lepuh', 'luka', 'nyeri', 'satu', 'sisi', 'tubuh']",<FreqDist with 11 samples and 11 outcomes>,"['bintil', 'koreng', 'kronis', 'lepuh', 'luka', 'nyeri', 'sisi', 'tubuh']","['bintil', 'koreng', 'kronis', 'lepuh', 'luka', 'nyeri', 'sisi', 'tubuh']"
324,kulit dan kelamin,Cacar Monyet,cacar demam kepala kulit ruam sakit seperti,"['cacar', 'demam', 'kepala', 'kulit', 'ruam', 'sakit', 'seperti']",<FreqDist with 7 samples and 7 outcomes>,"['cacar', 'demam', 'kepala', 'kulit', 'ruam']","['cacar', 'demam', 'kepala', 'kulit', 'ruam']"
325,kulit dan kelamin,Cantengan,bengkak di jari kaki kemerahan rasa sakit ujung,"['bengkak', 'di', 'jari', 'kaki', 'kemerahan', 'rasa', 'sakit', 'ujung']",<FreqDist with 8 samples and 8 outcomes>,"['bengkak', 'jari', 'kaki', 'kemerahan', 'ujung']","['bengkak', 'jari', 'kaki', 'merah', 'ujung']"
326,kulit dan kelamin,Chancroid,benjolan berubah berwarna kecil kemaluan luka menjadi merah pada terbuka ulkus yang,"['benjolan', 'berubah', 'berwarna', 'kecil', 'kemaluan', 'luka', 'menjadi', 'merah', 'pada', 'terbuka', 'ulkus', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['benjolan', 'berubah', 'berwarna', 'kemaluan', 'luka', 'merah', 'terbuka', 'ulkus']","['benjol', 'ubah', 'warna', 'malu', 'luka', 'merah', 'buka', 'ulkus']"
327,kulit dan kelamin,Cutaneous Larva Migrans,bercak di gatal kesemutan kulit merah sensasi,"['bercak', 'di', 'gatal', 'kesemutan', 'kulit', 'merah', 'sensasi']",<FreqDist with 7 samples and 7 outcomes>,"['bercak', 'gatal', 'kesemutan', 'kulit', 'merah', 'sensasi']","['bercak', 'gatal', 'semut', 'kulit', 'merah', 'sensasi']"
328,kulit dan kelamin,Demam Skarlatina (Demam Skarlet),demam ruam sakit tenggorokan,"['demam', 'ruam', 'sakit', 'tenggorokan']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'ruam', 'tenggorokan']","['demam', 'ruam', 'tenggorok']"
329,kulit dan kelamin,Dermatitis,gatal kering kulit pecah,"['gatal', 'kering', 'kulit', 'pecah']",<FreqDist with 4 samples and 4 outcomes>,"['gatal', 'kering', 'kulit', 'pecah']","['gatal', 'kering', 'kulit', 'pecah']"
330,kulit dan kelamin,Dermatitis Herpetiformis,atau kulit lepuhan muncul seperti terbakar tersengat,"['atau', 'kulit', 'lepuhan', 'muncul', 'seperti', 'terbakar', 'tersengat']",<FreqDist with 7 samples and 7 outcomes>,"['kulit', 'lepuhan', 'muncul', 'terbakar', 'tersengat']","['kulit', 'lepuh', 'muncul', 'bakar', 'sengat']"
331,kulit dan kelamin,Dermatitis Kontak,bengkak dan gatal kulit melepuh merah muncul ruam yang,"['bengkak', 'dan', 'gatal', 'kulit', 'melepuh', 'merah', 'muncul', 'ruam', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['bengkak', 'gatal', 'kulit', 'melepuh', 'merah', 'muncul', 'ruam']","['bengkak', 'gatal', 'kulit', 'lepuh', 'merah', 'muncul', 'ruam']"
332,kulit dan kelamin,Dermatitis Numularis,atau berbentuk bercak berwarna cokelat gatal koin kulit merah muncul pada terasa,"['atau', 'berbentuk', 'bercak', 'berwarna', 'cokelat', 'gatal', 'koin', 'kulit', 'merah', 'muncul', 'pada', 'terasa']",<FreqDist with 12 samples and 12 outcomes>,"['berbentuk', 'bercak', 'berwarna', 'cokelat', 'gatal', 'koin', 'kulit', 'merah', 'muncul']","['bentuk', 'bercak', 'warna', 'cokelat', 'gatal', 'koin', 'kulit', 'merah', 'muncul']"
333,kulit dan kelamin,Dermatitis Seboroik,berminyak dan di gatal kekuningan kemerahan kepala ketombe kulit putih,"['berminyak', 'dan', 'di', 'gatal', 'kekuningan', 'kemerahan', 'kepala', 'ketombe', 'kulit', 'putih']",<FreqDist with 10 samples and 10 outcomes>,"['berminyak', 'gatal', 'kekuningan', 'kemerahan', 'kepala', 'ketombe', 'kulit', 'putih']","['minyak', 'gatal', 'kuning', 'merah', 'kepala', 'ketombe', 'kulit', 'putih']"
334,kulit dan kelamin,Dermatographia,bentuk gatal goresan kulit pada seperti terlihat tulisan yang,"['bentuk', 'gatal', 'goresan', 'kulit', 'pada', 'seperti', 'terlihat', 'tulisan', 'yang']",<FreqDist with 9 samples and 9 outcomes>,"['bentuk', 'gatal', 'goresan', 'kulit', 'tulisan']","['bentuk', 'gatal', 'gores', 'kulit', 'tulis']"
335,kulit dan kelamin,Dispareunia,atau berdenyut berjam hubungan intim jam nyeri penetrasi saat sakit selama sensasi setelah terbakar,"['atau', 'berdenyut', 'berjam', 'hubungan', 'intim', 'jam', 'nyeri', 'penetrasi', 'saat', 'sakit', 'selama', 'sensasi', 'setelah', 'terbakar']",<FreqDist with 14 samples and 14 outcomes>,"['berdenyut', 'berjam', 'hubungan', 'intim', 'jam', 'nyeri', 'penetrasi', 'sensasi', 'terbakar']","['denyut', 'jam', 'hubung', 'intim', 'jam', 'nyeri', 'penetrasi', 'sensasi', 'bakar']"
336,kulit dan kelamin,Ejakulasi Dini,air dan dari keluarnya ketidakmampuan lebih mani menahan menit sperma,"['air', 'dan', 'dari', 'keluarnya', 'ketidakmampuan', 'lebih', 'mani', 'menahan', 'menit', 'sperma']",<FreqDist with 10 samples and 10 outcomes>,"['air', 'keluarnya', 'ketidakmampuan', 'mani', 'menahan', 'menit', 'sperma']","['air', 'keluar', 'ketidakmampuan', 'mani', 'tahan', 'menit', 'sperma']"
337,kulit dan kelamin,Eksim Atopik,atau bercak bersisik gatal kering kulit merah,"['atau', 'bercak', 'bersisik', 'gatal', 'kering', 'kulit', 'merah']",<FreqDist with 7 samples and 7 outcomes>,"['bercak', 'bersisik', 'gatal', 'kering', 'kulit', 'merah']","['bercak', 'sisik', 'gatal', 'kering', 'kulit', 'merah']"
338,kulit dan kelamin,Epidermodysplasia verruciformis,dan kecoklatan kulit kutil lesi muncul papul seperti,"['dan', 'kecoklatan', 'kulit', 'kutil', 'lesi', 'muncul', 'papul', 'seperti']",<FreqDist with 8 samples and 8 outcomes>,"['kecoklatan', 'kulit', 'kutil', 'lesi', 'muncul', 'papul']","['coklat', 'kulit', 'kutil', 'lesi', 'muncul', 'papul']"
339,kulit dan kelamin,Epididimitis,atau berdarah buah dan demam di mengalami paha pangkal sakit testis urine zakar,"['atau', 'berdarah', 'buah', 'dan', 'demam', 'di', 'mengalami', 'paha', 'pangkal', 'sakit', 'testis', 'urine', 'zakar']",<FreqDist with 13 samples and 13 outcomes>,"['berdarah', 'buah', 'demam', 'mengalami', 'paha', 'pangkal', 'testis', 'urine', 'zakar']","['darah', 'buah', 'demam', 'alami', 'paha', 'pangkal', 'testis', 'urine', 'zakar']"
340,kulit dan kelamin,Erisipelas,bengkak demam kemerahan malaise mengilap muncul ruam,"['bengkak', 'demam', 'kemerahan', 'malaise', 'mengilap', 'muncul', 'ruam']",<FreqDist with 7 samples and 7 outcomes>,"['bengkak', 'demam', 'kemerahan', 'malaise', 'mengilap', 'muncul', 'ruam']","['bengkak', 'demam', 'merah', 'malaise', 'kilap', 'muncul', 'ruam']"
341,kulit dan kelamin,Eritema Multiformis,bull demam eye kepala ruam  sakit,"['bull', 'demam', 'eye', 'kepala', 'ruam', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['bull', 'demam', 'eye', 'kepala', 'ruam']","['bull', 'demam', 'eye', 'kepala', 'ruam']"
342,kulit dan kelamin,Eritrasma,cokelat cukup gatal hingga kulit lebar merah muda muncul pecah ruam yang,"['cokelat', 'cukup', 'gatal', 'hingga', 'kulit', 'lebar', 'merah', 'muda', 'muncul', 'pecah', 'ruam', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['cokelat', 'gatal', 'kulit', 'lebar', 'merah', 'muda', 'muncul', 'pecah', 'ruam']","['cokelat', 'gatal', 'kulit', 'lebar', 'merah', 'muda', 'muncul', 'pecah', 'ruam']"
343,kulit dan kelamin,Eruptive Xanthomatosis,benjolan kemerahan kulit lemak nyeri pada,"['benjolan', 'kemerahan', 'kulit', 'lemak', 'nyeri', 'pada']",<FreqDist with 6 samples and 6 outcomes>,"['benjolan', 'kemerahan', 'kulit', 'lemak', 'nyeri']","['benjol', 'merah', 'kulit', 'lemak', 'nyeri']"
344,kulit dan kelamin,Erythema Nodosum,benjolan demam memar nyeri sendi,"['benjolan', 'demam', 'memar', 'nyeri', 'sendi']",<FreqDist with 5 samples and 5 outcomes>,"['benjolan', 'demam', 'memar', 'nyeri', 'sendi']","['benjol', 'demam', 'memar', 'nyeri', 'sendi']"
345,kulit dan kelamin,Fifth Disease,demam di kepala merah pilek pipi ringan ruam sakit,"['demam', 'di', 'kepala', 'merah', 'pilek', 'pipi', 'ringan', 'ruam', 'sakit']",<FreqDist with 9 samples and 9 outcomes>,"['demam', 'kepala', 'merah', 'pilek', 'pipi', 'ringan', 'ruam']","['demam', 'kepala', 'merah', 'pilek', 'pipi', 'ringan', 'ruam']"
346,kulit dan kelamin,Fimosis,air buang kecil kepala mengembang nyeri pada pembengkakan penis saat,"['air', 'buang', 'kecil', 'kepala', 'mengembang', 'nyeri', 'pada', 'pembengkakan', 'penis', 'saat']",<FreqDist with 10 samples and 10 outcomes>,"['air', 'buang', 'kepala', 'mengembang', 'nyeri', 'pembengkakan', 'penis']","['air', 'buang', 'kepala', 'kembang', 'nyeri', 'bengkak', 'penis']"
347,kulit dan kelamin,Flek Hitam,agak berukuran berwarna coklat dan kadang kecil kemerahan mm permukaannya rata ukuran,"['agak', 'berukuran', 'berwarna', 'coklat', 'dan', 'kadang', 'kecil', 'kemerahan', 'mm', 'permukaannya', 'rata', 'ukuran']",<FreqDist with 12 samples and 12 outcomes>,"['berukuran', 'berwarna', 'coklat', 'kadang', 'kemerahan', 'mm', 'permukaannya', 'ukuran']","['ukur', 'warna', 'coklat', 'kadang', 'merah', 'mm', 'muka', 'ukur']"
348,kulit dan kelamin,Flu Singapura,bintil demam di kulit merah sariawan,"['bintil', 'demam', 'di', 'kulit', 'merah', 'sariawan']",<FreqDist with 6 samples and 6 outcomes>,"['bintil', 'demam', 'kulit', 'merah', 'sariawan']","['bintil', 'demam', 'kulit', 'merah', 'sariawan']"
349,kulit dan kelamin,Folikulitis,atau bengkak benjolan bernanah bintik gatal,"['atau', 'bengkak', 'benjolan', 'bernanah', 'bintik', 'gatal']",<FreqDist with 6 samples and 6 outcomes>,"['bengkak', 'benjolan', 'bernanah', 'bintik', 'gatal']","['bengkak', 'benjol', 'nanah', 'bintik', 'gatal']"
350,kulit dan kelamin,Freckles,bagian bercak kecokelatan matahari pada sering sinar terpapar tubuh yang,"['bagian', 'bercak', 'kecokelatan', 'matahari', 'pada', 'sering', 'sinar', 'terpapar', 'tubuh', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['bercak', 'kecokelatan', 'matahari', 'sinar', 'terpapar', 'tubuh']","['bercak', 'cokelat', 'matahari', 'sinar', 'papar', 'tubuh']"
351,kulit dan kelamin,Granuloma Annulare,benjolan bercak cincin dengan memerah merah seperti tepi,"['benjolan', 'bercak', 'cincin', 'dengan', 'memerah', 'merah', 'seperti', 'tepi']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'bercak', 'cincin', 'memerah', 'merah', 'tepi']","['benjol', 'bercak', 'cincin', 'merah', 'merah', 'tepi']"
352,kulit dan kelamin,Granuloma Inguinale,atau benjolan di jerawat selangkangan,"['atau', 'benjolan', 'di', 'jerawat', 'selangkangan']",<FreqDist with 5 samples and 5 outcomes>,"['benjolan', 'jerawat', 'selangkangan']","['benjol', 'jerawat', 'selangkang']"
353,kulit dan kelamin,Granuloma Piogenik,abnormal benjolan kulit merah pertumbuhan,"['abnormal', 'benjolan', 'kulit', 'merah', 'pertumbuhan']",<FreqDist with 5 samples and 5 outcomes>,"['abnormal', 'benjolan', 'kulit', 'merah', 'pertumbuhan']","['abnormal', 'benjol', 'kulit', 'merah', 'tumbuh']"
354,kulit dan kelamin,HPV,anus area berbentuk dan dapat di ke kelamin kembang kol kutil menyebar paha penis seperti skrotum,"['anus', 'area', 'berbentuk', 'dan', 'dapat', 'di', 'ke', 'kelamin', 'kembang', 'kol', 'kutil', 'menyebar', 'paha', 'penis', 'seperti', 'skrotum']",<FreqDist with 16 samples and 16 outcomes>,"['anus', 'area', 'berbentuk', 'kelamin', 'kembang', 'kol', 'kutil', 'menyebar', 'paha', 'penis', 'skrotum']","['anus', 'area', 'bentuk', 'kelamin', 'kembang', 'kol', 'kutil', 'sebar', 'paha', 'penis', 'skrotum']"
355,kulit dan kelamin,Hemangioma,benjolan datar di kenyal kulit merah muncul permukaan tanda,"['benjolan', 'datar', 'di', 'kenyal', 'kulit', 'merah', 'muncul', 'permukaan', 'tanda']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'datar', 'kenyal', 'kulit', 'merah', 'muncul', 'permukaan', 'tanda']","['benjol', 'datar', 'kenyal', 'kulit', 'merah', 'muncul', 'muka', 'tanda']"
356,kulit dan kelamin,Herpes,atau bibir demam di kelamin luka nyeri,"['atau', 'bibir', 'demam', 'di', 'kelamin', 'luka', 'nyeri']",<FreqDist with 7 samples and 7 outcomes>,"['bibir', 'demam', 'kelamin', 'luka', 'nyeri']","['bibir', 'demam', 'kelamin', 'luka', 'nyeri']"
357,kulit dan kelamin,Herpes Genital,area bergerombol bintil di kelamin kerak lepuh,"['area', 'bergerombol', 'bintil', 'di', 'kelamin', 'kerak', 'lepuh']",<FreqDist with 7 samples and 7 outcomes>,"['area', 'bergerombol', 'bintil', 'kelamin', 'kerak', 'lepuh']","['area', 'gerombol', 'bintil', 'kelamin', 'kerak', 'lepuh']"
358,kulit dan kelamin,Herpes Simplex Tipe 2,air alat buang di gatal kecil kelamin luka melepuh nyeri saat,"['air', 'alat', 'buang', 'di', 'gatal', 'kecil', 'kelamin', 'luka', 'melepuh', 'nyeri', 'saat']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'alat', 'buang', 'gatal', 'kelamin', 'luka', 'melepuh', 'nyeri']","['air', 'alat', 'buang', 'gatal', 'kelamin', 'luka', 'lepuh', 'nyeri']"
359,kulit dan kelamin,Hidradenitis Suppurativa,benjolan dan kemerahan membesar nyeri pecah,"['benjolan', 'dan', 'kemerahan', 'membesar', 'nyeri', 'pecah']",<FreqDist with 6 samples and 6 outcomes>,"['benjolan', 'kemerahan', 'membesar', 'nyeri', 'pecah']","['benjol', 'merah', 'besar', 'nyeri', 'pecah']"
360,kulit dan kelamin,Hidrokel,berat membengkak nyeri skrotum terasa tidak,"['berat', 'membengkak', 'nyeri', 'skrotum', 'terasa', 'tidak']",<FreqDist with 6 samples and 6 outcomes>,"['berat', 'membengkak', 'nyeri', 'skrotum']","['berat', 'bengkak', 'nyeri', 'skrotum']"
361,kulit dan kelamin,Hiperhidrosis,berlebih dalam di kedua keringat muncul sekali seminggu setidaknya sisi terjadi tubuh,"['berlebih', 'dalam', 'di', 'kedua', 'keringat', 'muncul', 'sekali', 'seminggu', 'setidaknya', 'sisi', 'terjadi', 'tubuh']",<FreqDist with 12 samples and 12 outcomes>,"['berlebih', 'keringat', 'muncul', 'seminggu', 'sisi', 'tubuh']","['lebih', 'keringat', 'muncul', 'minggu', 'sisi', 'tubuh']"
362,kulit dan kelamin,Hiperpigmentasi,area kulit menggelap,"['area', 'kulit', 'menggelap']",<FreqDist with 3 samples and 3 outcomes>,"['area', 'kulit', 'menggelap']","['area', 'kulit', 'gelap']"
363,kulit dan kelamin,Hipopigmentasi,bercak kulit muncul pada putih,"['bercak', 'kulit', 'muncul', 'pada', 'putih']",<FreqDist with 5 samples and 5 outcomes>,"['bercak', 'kulit', 'muncul', 'putih']","['bercak', 'kulit', 'muncul', 'putih']"
364,kulit dan kelamin,Hipospadia,abnormal bentuk keluar normal penis secara tidak urine,"['abnormal', 'bentuk', 'keluar', 'normal', 'penis', 'secara', 'tidak', 'urine']",<FreqDist with 8 samples and 8 outcomes>,"['abnormal', 'bentuk', 'normal', 'penis', 'urine']","['abnormal', 'bentuk', 'normal', 'penis', 'urine']"
365,kulit dan kelamin,Hirsutisme,bagian di diinginkan jerawat menstruasi normal oleh rambut tidak tubuh tumbuh wanita yang,"['bagian', 'di', 'diinginkan', 'jerawat', 'menstruasi', 'normal', 'oleh', 'rambut', 'tidak', 'tubuh', 'tumbuh', 'wanita', 'yang']",<FreqDist with 13 samples and 13 outcomes>,"['jerawat', 'menstruasi', 'normal', 'rambut', 'tubuh', 'tumbuh', 'wanita']","['jerawat', 'menstruasi', 'normal', 'rambut', 'tubuh', 'tumbuh', 'wanita']"
